"No.","Time","Source","SrcPort","Destination","DestPort","Protocol","Length","Info","test"
"19051","2021-07-20 21:19:21.589544765","10.10.5.13","2869","10.10.5.11","50052","TCP","243","2869  >  50052 [PSH, ACK] Seq=1 Ack=191 Win=65536 Len=189 [TCP segment of a reassembled PDU]","10.10.5.11"
"19052","2021-07-20 21:19:21.589544846","10.10.5.13","2869","10.10.5.11","50052","TCP","1514","2869  >  50052 [ACK] Seq=190 Ack=191 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.11"
"19053","2021-07-20 21:19:21.589652318","10.10.5.11","50052","10.10.5.13","2869","TCP","60","50052  >  2869 [ACK] Seq=191 Ack=1650 Win=65700 Len=0","10.10.5.13"
"19054","2021-07-20 21:19:21.589759430","10.10.5.13","2869","10.10.5.11","50052","HTTP","4020","HTTP/1.1 200 OK  (PNG)","10.10.5.11"
"19055","2021-07-20 21:19:21.589903395","10.10.5.11","50052","10.10.5.13","2869","TCP","60","50052  >  2869 [ACK] Seq=191 Ack=5616 Win=65700 Len=0","10.10.5.13"
"19056","2021-07-20 21:19:21.606439488","10.10.5.12","49837","10.10.5.13","2869","TCP","66","49837  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","10.10.5.13"
"19057","2021-07-20 21:19:21.606709774","10.10.5.13","2869","10.10.5.12","49837","TCP","66","2869  >  49837 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"19058","2021-07-20 21:19:21.606839938","10.10.5.12","49837","10.10.5.13","2869","TCP","60","49837  >  2869 [ACK] Seq=1 Ack=1 Win=65700 Len=0","10.10.5.13"
"19059","2021-07-20 21:19:21.606989344","10.10.5.12","49837","10.10.5.13","2869","HTTP","361","GET /upnphost/udhisapi.dll?content=uuid:7843667a-cb4c-48b8-aa78-b3075a6e3dd4 HTTP/1.1 ","10.10.5.13"
"19060","2021-07-20 21:19:21.607279978","10.10.5.13","2869","10.10.5.12","49837","TCP","278","2869  >  49837 [PSH, ACK] Seq=1 Ack=308 Win=65536 Len=224 [TCP segment of a reassembled PDU]","10.10.5.12"
"19061","2021-07-20 21:19:21.607280072","10.10.5.13","2869","10.10.5.12","49837","TCP","1514","2869  >  49837 [ACK] Seq=225 Ack=308 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.12"
"19062","2021-07-20 21:19:21.607465021","10.10.5.12","49837","10.10.5.13","2869","TCP","60","49837  >  2869 [ACK] Seq=308 Ack=1685 Win=65700 Len=0","10.10.5.13"
"19063","2021-07-20 21:19:21.607798608","10.10.5.13","2869","10.10.5.12","49837","HTTP/XML","4270","HTTP/1.1 200 OK ","10.10.5.12"
"19064","2021-07-20 21:19:21.607863251","10.10.5.12","49837","10.10.5.13","2869","TCP","60","49837  >  2869 [ACK] Seq=308 Ack=5902 Win=65700 Len=0","10.10.5.13"
"19065","2021-07-20 21:19:21.608327410","10.10.5.12","49837","10.10.5.13","2869","TCP","60","49837  >  2869 [FIN, ACK] Seq=308 Ack=5902 Win=65700 Len=0","10.10.5.13"
"19066","2021-07-20 21:19:21.608476234","10.10.5.13","2869","10.10.5.12","49837","TCP","60","2869  >  49837 [ACK] Seq=5902 Ack=309 Win=65536 Len=0","10.10.5.12"
"19067","2021-07-20 21:19:21.617132099","10.10.5.12","49838","10.10.5.13","2869","TCP","66","49838  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1","10.10.5.13"
"19068","2021-07-20 21:19:21.617201874","10.10.5.13","2869","10.10.5.12","49838","TCP","66","2869  >  49838 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"19069","2021-07-20 21:19:21.617346777","10.10.5.12","49838","10.10.5.13","2869","TCP","60","49838  >  2869 [ACK] Seq=1 Ack=1 Win=65700 Len=0","10.10.5.13"
"19070","2021-07-20 21:19:21.617488982","10.10.5.12","49838","10.10.5.13","2869","HTTP","244","GET /upnphost/udhisapi.dll?content=uuid:fac0b03a-14cb-4dfa-b220-ed7cbd9b9e8a HTTP/1.1 ","10.10.5.13"
"19071","2021-07-20 21:19:21.617994062","10.10.5.13","2869","10.10.5.12","49838","TCP","243","2869  >  49838 [PSH, ACK] Seq=1 Ack=191 Win=65536 Len=189 [TCP segment of a reassembled PDU]","10.10.5.12"
"19072","2021-07-20 21:19:21.617994225","10.10.5.13","2869","10.10.5.12","49838","TCP","1514","2869  >  49838 [ACK] Seq=190 Ack=191 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.12"
"19073","2021-07-20 21:19:21.618091881","10.10.5.12","49838","10.10.5.13","2869","TCP","60","49838  >  2869 [ACK] Seq=191 Ack=1650 Win=65700 Len=0","10.10.5.13"
"19074","2021-07-20 21:19:21.618231488","10.10.5.13","2869","10.10.5.12","49838","HTTP","4020","HTTP/1.1 200 OK  (PNG)","10.10.5.12"
"19075","2021-07-20 21:19:21.618343337","10.10.5.12","49838","10.10.5.13","2869","TCP","60","49838  >  2869 [ACK] Seq=191 Ack=5616 Win=65700 Len=0","10.10.5.13"
"19076","2021-07-20 21:19:21.936744173","10.10.5.13","1900","239.255.255.250","1900","SSDP","474","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19077","2021-07-20 21:19:21.936744662","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","504","NOTIFY * HTTP/1.1 ","ff02::c"
"19078","2021-07-20 21:19:23.142478747","10.10.5.13","1900","239.255.255.250","1900","SSDP","538","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19079","2021-07-20 21:19:23.142479093","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","568","NOTIFY * HTTP/1.1 ","ff02::c"
"19080","2021-07-20 21:19:23.267070594","10.10.5.13","1900","239.255.255.250","1900","SSDP","554","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19081","2021-07-20 21:19:23.267070963","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","584","NOTIFY * HTTP/1.1 ","ff02::c"
"19082","2021-07-20 21:19:23.499272588","10.10.5.13","1900","239.255.255.250","1900","SSDP","483","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19083","2021-07-20 21:19:23.499272854","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","513","NOTIFY * HTTP/1.1 ","ff02::c"
"19084","2021-07-20 21:19:23.750663520","10.10.5.13","1900","239.255.255.250","1900","SSDP","540","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19085","2021-07-20 21:19:23.750663841","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","570","NOTIFY * HTTP/1.1 ","ff02::c"
"19086","2021-07-20 21:19:24.249577138","10.10.5.13","1900","239.255.255.250","1900","SSDP","526","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19087","2021-07-20 21:19:24.249577462","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","556","NOTIFY * HTTP/1.1 ","ff02::c"
"19088","2021-07-20 21:19:24.946204639","10.10.5.13","1900","239.255.255.250","1900","SSDP","474","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19089","2021-07-20 21:19:24.946204951","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","504","NOTIFY * HTTP/1.1 ","ff02::c"
"19090","2021-07-20 21:19:25.649673169","10.10.5.13","49234","10.10.5.10","1293","TCP","5100","49234  >  1293 [PSH, ACK] Seq=1008060 Ack=3398 Win=63775 Len=5046","10.10.5.10"
"19091","2021-07-20 21:19:25.649722077","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=3398 Ack=1013106 Win=65535 Len=0","10.10.5.13"
"19092","2021-07-20 21:19:25.649892482","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=3398 Ack=1013106 Win=65535 Len=15","10.10.5.13"
"19093","2021-07-20 21:19:25.858452029","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=1013106 Ack=3413 Win=63760 Len=0","10.10.5.10"
"19094","2021-07-20 21:19:26.142291628","10.10.5.13","1900","239.255.255.250","1900","SSDP","538","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19095","2021-07-20 21:19:26.142291937","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","568","NOTIFY * HTTP/1.1 ","ff02::c"
"19096","2021-07-20 21:19:26.267440954","10.10.5.13","1900","239.255.255.250","1900","SSDP","554","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19097","2021-07-20 21:19:26.267441267","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","584","NOTIFY * HTTP/1.1 ","ff02::c"
"19098","2021-07-20 21:19:26.502197063","10.10.5.13","1900","239.255.255.250","1900","SSDP","483","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19099","2021-07-20 21:19:26.502197413","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","513","NOTIFY * HTTP/1.1 ","ff02::c"
"19100","2021-07-20 21:19:26.752326988","10.10.5.13","1900","239.255.255.250","1900","SSDP","540","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19101","2021-07-20 21:19:26.752327533","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","570","NOTIFY * HTTP/1.1 ","ff02::c"
"19102","2021-07-20 21:19:27.249392368","10.10.5.13","1900","239.255.255.250","1900","SSDP","526","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19103","2021-07-20 21:19:27.249392704","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","556","NOTIFY * HTTP/1.1 ","ff02::c"
"19104","2021-07-20 21:19:27.937460062","10.10.5.13","1900","239.255.255.250","1900","SSDP","474","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19105","2021-07-20 21:19:27.937460686","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","504","NOTIFY * HTTP/1.1 ","ff02::c"
"19106","2021-07-20 21:19:29.141476810","10.10.5.13","1900","239.255.255.250","1900","SSDP","538","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19107","2021-07-20 21:19:29.141477144","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","568","NOTIFY * HTTP/1.1 ","ff02::c"
"19108","2021-07-20 21:19:29.267640645","10.10.5.13","1900","239.255.255.250","1900","SSDP","554","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19109","2021-07-20 21:19:29.267640990","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","584","NOTIFY * HTTP/1.1 ","ff02::c"
"19110","2021-07-20 21:19:29.499747651","10.10.5.13","1900","239.255.255.250","1900","SSDP","483","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19111","2021-07-20 21:19:29.499747946","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","513","NOTIFY * HTTP/1.1 ","ff02::c"
"19112","2021-07-20 21:19:29.751024883","10.10.5.13","1900","239.255.255.250","1900","SSDP","540","NOTIFY * HTTP/1.1 ","239.255.255.250"
"19113","2021-07-20 21:19:29.751025245","fe80::6407:7b6:e2ff:9ac8","1900","ff02::c","1900","SSDP","570","NOTIFY * HTTP/1.1 ","ff02::c"
"19114","2021-07-20 21:19:30.725441913","10.10.5.11","49325","10.10.5.10","1291","TCP","5438","49325  >  1291 [PSH, ACK] Seq=1103138 Ack=3398 Win=63775 Len=5384","10.10.5.10"
"19115","2021-07-20 21:19:30.725478929","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=3398 Ack=1108522 Win=65535 Len=0","10.10.5.11"
"19116","2021-07-20 21:19:30.725693892","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=3398 Ack=1108522 Win=65535 Len=15","10.10.5.11"
"19117","2021-07-20 21:19:30.902656268","10.10.5.14","49236","10.10.5.10","1294","TCP","4516","49236  >  1294 [PSH, ACK] Seq=1001938 Ack=3398 Win=63775 Len=4462","10.10.5.10"
"19118","2021-07-20 21:19:30.902711897","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=3398 Ack=1006400 Win=65535 Len=0","10.10.5.14"
"19119","2021-07-20 21:19:30.902892832","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=3398 Ack=1006400 Win=65535 Len=15","10.10.5.14"
"19120","2021-07-20 21:19:30.936383785","10.10.5.11","49325","10.10.5.10","1291","TCP","60","49325  >  1291 [ACK] Seq=1108522 Ack=3413 Win=63760 Len=0","10.10.5.10"
"19121","2021-07-20 21:19:31.099105243","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=1006400 Ack=3413 Win=63760 Len=0","10.10.5.10"
"19122","2021-07-20 21:19:35.359998958","PcsCompu_60:73:28","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11","PcsCompu_df:63:fa"
"19123","2021-07-20 21:19:35.360016917","PcsCompu_df:63:fa","","PcsCompu_60:73:28","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_60:73:28"
"19124","2021-07-20 21:19:35.896434605","10.10.5.12","49239","10.10.5.10","1292","TCP","5100","49239  >  1292 [PSH, ACK] Seq=1010285 Ack=3398 Win=63775 Len=5046","10.10.5.10"
"19125","2021-07-20 21:19:35.896478133","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=3398 Ack=1015331 Win=65535 Len=0","10.10.5.12"
"19126","2021-07-20 21:19:35.896657019","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=3398 Ack=1015331 Win=65535 Len=15","10.10.5.12"
"19127","2021-07-20 21:19:36.107738179","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=1015331 Ack=3413 Win=63760 Len=0","10.10.5.10"
"19128","2021-07-20 21:19:40.449380170","PcsCompu_03:cb:a5","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12","PcsCompu_df:63:fa"
"19129","2021-07-20 21:19:40.449396966","PcsCompu_df:63:fa","","PcsCompu_03:cb:a5","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_03:cb:a5"
"19130","2021-07-20 21:19:40.651313742","10.10.5.13","49234","10.10.5.10","1293","TCP","5100","49234  >  1293 [PSH, ACK] Seq=1013106 Ack=3413 Win=63760 Len=5046","10.10.5.10"
"19131","2021-07-20 21:19:40.651366784","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=3413 Ack=1018152 Win=65535 Len=0","10.10.5.13"
"19132","2021-07-20 21:19:40.651559231","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=3413 Ack=1018152 Win=65535 Len=15","10.10.5.13"
"19133","2021-07-20 21:19:40.845592945","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=1018152 Ack=3428 Win=63745 Len=0","10.10.5.10"
"19134","2021-07-20 21:19:45.727437357","10.10.5.11","49325","10.10.5.10","1291","TCP","5437","49325  >  1291 [PSH, ACK] Seq=1108522 Ack=3413 Win=63760 Len=5383","10.10.5.10"
"19135","2021-07-20 21:19:45.727471481","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=3413 Ack=1113905 Win=65535 Len=0","10.10.5.11"
"19136","2021-07-20 21:19:45.727705043","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=3413 Ack=1113905 Win=65535 Len=15","10.10.5.11"
"19137","2021-07-20 21:19:45.903038174","10.10.5.14","49236","10.10.5.10","1294","TCP","4516","49236  >  1294 [PSH, ACK] Seq=1006400 Ack=3413 Win=63760 Len=4462","10.10.5.10"
"19138","2021-07-20 21:19:45.903092421","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=3413 Ack=1010862 Win=65535 Len=0","10.10.5.14"
"19139","2021-07-20 21:19:45.903271210","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=3413 Ack=1010862 Win=65535 Len=15","10.10.5.14"
"19140","2021-07-20 21:19:45.924478826","10.10.5.11","49325","10.10.5.10","1291","TCP","60","49325  >  1291 [ACK] Seq=1113905 Ack=3428 Win=63745 Len=0","10.10.5.10"
"19141","2021-07-20 21:19:46.099772431","10.10.5.14","49236","10.10.5.10","1294","TCP","60","49236  >  1294 [ACK] Seq=1010862 Ack=3428 Win=63745 Len=0","10.10.5.10"
"19142","2021-07-20 21:19:50.897411032","10.10.5.12","49239","10.10.5.10","1292","TCP","5100","49239  >  1292 [PSH, ACK] Seq=1015331 Ack=3413 Win=63760 Len=5046","10.10.5.10"
"19143","2021-07-20 21:19:50.897463897","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=3413 Ack=1020377 Win=65535 Len=0","10.10.5.12"
"19144","2021-07-20 21:19:50.897656723","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=3413 Ack=1020377 Win=65535 Len=15","10.10.5.12"
"19145","2021-07-20 21:19:51.091955439","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=1020377 Ack=3428 Win=63745 Len=0","10.10.5.10"
"19146","2021-07-20 21:19:54.218832579","fe80::c49f:7c4:c006:ed2","64804","ff02::1:3","5355","LLMNR","88","Standard query 0x8091 A NODE1-PC","ff02::1:3"
"19147","2021-07-20 21:19:54.218832887","10.10.5.12","51680","224.0.0.252","5355","LLMNR","68","Standard query 0x8091 A NODE1-PC","224.0.0.252"
"19148","2021-07-20 21:19:54.219345325","fe80::6d8e:576d:50b5:128b","","ff02::1:ff06:ed2","","ICMPv6","86","Neighbor Solicitation for fe80::c49f:7c4:c006:ed2 from 08:00:27:60:73:28","ff02::1:ff06:ed2"
"19149","2021-07-20 21:19:54.219441484","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.12? Tell 10.10.5.11","Broadcast"
"19150","2021-07-20 21:19:54.219600073","fe80::c49f:7c4:c006:ed2","","ff02::1:ffb5:128b","","ICMPv6","86","Neighbor Solicitation for fe80::6d8e:576d:50b5:128b from 08:00:27:03:cb:a5","ff02::1:ffb5:128b"
"19151","2021-07-20 21:19:54.219830142","PcsCompu_03:cb:a5","","PcsCompu_60:73:28","","ARP","60","10.10.5.12 is at 08:00:27:03:cb:a5","PcsCompu_60:73:28"
"19152","2021-07-20 21:19:54.219830362","fe80::6d8e:576d:50b5:128b","5355","fe80::c49f:7c4:c006:ed2","64804","LLMNR","112","Standard query response 0x8091 A NODE1-PC A 10.10.5.11","fe80::c49f:7c4:c006:ed2"
"19153","2021-07-20 21:19:54.219830423","fe80::6d8e:576d:50b5:128b","","fe80::c49f:7c4:c006:ed2","","ICMPv6","86","Neighbor Advertisement fe80::6d8e:576d:50b5:128b (sol, ovr) is at 08:00:27:60:73:28","fe80::c49f:7c4:c006:ed2"
"19154","2021-07-20 21:19:54.219830482","10.10.5.11","5355","10.10.5.12","51680","LLMNR","92","Standard query response 0x8091 A NODE1-PC A 10.10.5.11","10.10.5.12"
"19155","2021-07-20 21:19:54.219951435","fe80::c49f:7c4:c006:ed2","","fe80::6d8e:576d:50b5:128b","","ICMPv6","86","Neighbor Advertisement fe80::c49f:7c4:c006:ed2 (sol, ovr) is at 08:00:27:03:cb:a5","fe80::6d8e:576d:50b5:128b"
"19156","2021-07-20 21:19:54.220050785","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.11? Tell 10.10.5.12","Broadcast"
"19157","2021-07-20 21:19:54.220193326","PcsCompu_60:73:28","","PcsCompu_03:cb:a5","","ARP","60","10.10.5.11 is at 08:00:27:60:73:28","PcsCompu_03:cb:a5"
"19158","2021-07-20 21:19:54.220457179","10.10.5.12","5355","10.10.5.11","51680","ICMP","120","Destination unreachable (Port unreachable)","10.10.5.11"
"19159","2021-07-20 21:19:54.220457301","fe80::c49f:7c4:c006:ed2","61746","ff02::1:3","5355","LLMNR","88","Standard query 0x66af AAAA NODE1-PC","ff02::1:3"
"19160","2021-07-20 21:19:54.221049183","fe80::6d8e:576d:50b5:128b","5355","fe80::c49f:7c4:c006:ed2","61746","LLMNR","124","Standard query response 0x66af AAAA NODE1-PC AAAA fe80::6d8e:576d:50b5:128b","fe80::c49f:7c4:c006:ed2"
"19161","2021-07-20 21:19:54.222484664","10.10.5.12","137","10.10.5.255","137","NBNS","92","Name query NB NODE1-PC<20>","10.10.5.255"
"19162","2021-07-20 21:19:54.222646113","10.10.5.11","137","10.10.5.12","137","NBNS","104","Name query response NB 10.10.5.11","10.10.5.12"
"19163","2021-07-20 21:19:54.222858305","10.10.5.12","49839","10.10.5.11","139","TCP","66","49839  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"19164","2021-07-20 21:19:54.223070387","10.10.5.11","139","10.10.5.12","49839","TCP","66","139  >  49839 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"19165","2021-07-20 21:19:54.223145600","10.10.5.12","49839","10.10.5.11","139","NBSS","126","Session request, to NODE1-PC<20> from NODE2-PC<00>","10.10.5.11"
"19166","2021-07-20 21:19:54.223347948","10.10.5.11","139","10.10.5.12","49839","NBSS","60","Positive session response","10.10.5.12"
"19167","2021-07-20 21:19:54.223478765","10.10.5.12","49839","10.10.5.11","139","SMB","213","Negotiate Protocol Request","10.10.5.11"
"19168","2021-07-20 21:19:54.224243086","10.10.5.11","139","10.10.5.12","49839","SMB2","228","Negotiate Protocol Response","10.10.5.12"
"19169","2021-07-20 21:19:54.224369296","10.10.5.12","49839","10.10.5.11","139","SMB2","162","Negotiate Protocol Request","10.10.5.11"
"19170","2021-07-20 21:19:54.224602843","10.10.5.11","139","10.10.5.12","49839","SMB2","228","Negotiate Protocol Response","10.10.5.12"
"19171","2021-07-20 21:19:54.225305769","10.10.5.12","49839","10.10.5.11","139","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE","10.10.5.11"
"19172","2021-07-20 21:19:54.225700671","10.10.5.11","139","10.10.5.12","49839","SMB2","329","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE","10.10.5.12"
"19173","2021-07-20 21:19:54.225926306","10.10.5.12","49839","10.10.5.11","139","SMB2","302","Session Setup Request, NTLMSSP_AUTH, User: \\","10.10.5.11"
"19174","2021-07-20 21:19:54.226643813","10.10.5.11","139","10.10.5.12","49839","SMB2","159","Session Setup Response","10.10.5.12"
"19175","2021-07-20 21:19:54.226834526","10.10.5.12","49839","10.10.5.11","139","SMB2","160","Tree Connect Request Tree: \\\\NODE1-PC\\IPC$","10.10.5.11"
"19176","2021-07-20 21:19:54.227026129","10.10.5.11","139","10.10.5.12","49839","SMB2","138","Tree Connect Response","10.10.5.12"
"19177","2021-07-20 21:19:54.227751005","fe80::c49f:7c4:c006:ed2","52806","ff02::1:3","5355","LLMNR","88","Standard query 0x3072 A NODE1-PC","ff02::1:3"
"19178","2021-07-20 21:19:54.227893399","10.10.5.12","61574","224.0.0.252","5355","LLMNR","68","Standard query 0x3072 A NODE1-PC","224.0.0.252"
"19179","2021-07-20 21:19:54.228242299","fe80::6d8e:576d:50b5:128b","5355","fe80::c49f:7c4:c006:ed2","52806","LLMNR","112","Standard query response 0x3072 A NODE1-PC A 10.10.5.11","fe80::c49f:7c4:c006:ed2"
"19180","2021-07-20 21:19:54.228425406","10.10.5.11","5355","10.10.5.12","61574","LLMNR","92","Standard query response 0x3072 A NODE1-PC A 10.10.5.11","10.10.5.12"
"19181","2021-07-20 21:19:54.228712559","fe80::c49f:7c4:c006:ed2","57685","ff02::1:3","5355","LLMNR","88","Standard query 0x7e6f AAAA NODE1-PC","ff02::1:3"
"19182","2021-07-20 21:19:54.228901479","fe80::6d8e:576d:50b5:128b","5355","fe80::c49f:7c4:c006:ed2","57685","LLMNR","124","Standard query response 0x7e6f AAAA NODE1-PC AAAA fe80::6d8e:576d:50b5:128b","fe80::c49f:7c4:c006:ed2"
"19183","2021-07-20 21:19:54.229673073","10.10.5.12","49840","10.10.5.11","139","TCP","66","49840  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"19184","2021-07-20 21:19:54.229781305","10.10.5.11","139","10.10.5.12","49840","TCP","66","139  >  49840 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"19185","2021-07-20 21:19:54.229994250","10.10.5.12","49840","10.10.5.11","139","NBSS","126","Session request, to NODE1-PC<20> from NODE2-PC<00>","10.10.5.11"
"19186","2021-07-20 21:19:54.230132735","10.10.5.11","139","10.10.5.12","49840","NBSS","60","Positive session response","10.10.5.12"
"19187","2021-07-20 21:19:54.230307289","10.10.5.12","49840","10.10.5.11","139","SMB","191","Negotiate Protocol Request","10.10.5.11"
"19188","2021-07-20 21:19:54.230571227","10.10.5.11","139","10.10.5.12","49840","SMB","185","Negotiate Protocol Response","10.10.5.12"
"19189","2021-07-20 21:19:54.230826898","10.10.5.12","49840","10.10.5.11","139","SMB","196","Session Setup AndX Request, NTLMSSP_NEGOTIATE","10.10.5.11"
"19190","2021-07-20 21:19:54.231036840","10.10.5.11","139","10.10.5.12","49840","SMB","440","Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED","10.10.5.12"
"19191","2021-07-20 21:19:54.231253322","10.10.5.12","49840","10.10.5.11","139","SMB","278","Session Setup AndX Request, NTLMSSP_AUTH, User: \\","10.10.5.11"
"19192","2021-07-20 21:19:54.231542600","10.10.5.11","139","10.10.5.12","49840","SMB","270","Session Setup AndX Response","10.10.5.12"
"19193","2021-07-20 21:19:54.231730292","10.10.5.12","49840","10.10.5.11","139","SMB","140","Tree Connect AndX Request, Path: \\\\NODE1-PC\\IPC$","10.10.5.11"
"19194","2021-07-20 21:19:54.231854632","10.10.5.11","139","10.10.5.12","49840","SMB","114","Tree Connect AndX Response","10.10.5.12"
"19195","2021-07-20 21:19:54.232021883","10.10.5.12","49840","10.10.5.11","139","LANMAN","176","NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum","10.10.5.11"
"19196","2021-07-20 21:19:54.232459343","10.10.5.11","139","10.10.5.12","49840","LANMAN","250","NetServerEnum2 Response","10.10.5.12"
"19197","2021-07-20 21:19:54.232760689","10.10.5.12","49840","10.10.5.11","139","LANMAN","176","NetServerEnum2 Request, Domain Enum","10.10.5.11"
"19198","2021-07-20 21:19:54.233009879","10.10.5.11","139","10.10.5.12","49840","LANMAN","157","NetServerEnum2 Response","10.10.5.12"
